billingDate,articleNo,articleDescription,profitCenter,generalNamePro,brand,product,site,division,zone,territory,salesTypeDesc,billQty,basePrice
20230316,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,66110.0
20230316,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,3,118550.0
20230317,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,36790.0
20230317,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,25010.0
20230317,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,24800.0
20230317,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,25030.0
20230317,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,61930.0
20230317,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,1,67440.0
20230317,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,2,79170.0
20230317,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,39070.0
20230317,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Financed Sales,1,34790.0
20230317,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,35350.0
20230317,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,60780.0
20230317,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,29690.0
20230318,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,37160.0
20230318,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,42900.0
20230318,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,26020.0
20230318,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,35000.0
20230318,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,41840.0
20230318,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,41850.0
20230318,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,66270.0
20230318,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,40800.0
20230318,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,31740.0
20230318,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,30320.0
20230319,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,56590.0
20230319,25301,HomeScreen Pro 43,STV,Sony TV,Sony,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,44310.0
20230319,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,148030.0
20230319,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,1,67380.0
20230319,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,25840.0
20230319,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,39040.0
20230319,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,45260.0
20230319,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,2,90740.0
20230319,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,2,119290.0
20230319,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,33510.0
20230319,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,2,58550.0
20230319,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,40090.0
20230319,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,31720.0
20230319,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,40170.0
20230320,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,63220.0
20230320,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,67970.0
20230320,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,26670.0
20230320,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,41930.0
20230320,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,33140.0
20230320,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,30030.0
20230320,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,3,96710.0
20230320,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,30120.0
20230321,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,42470.0
20230321,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,3,181330.0
20230321,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,2,84670.0
20230321,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,2,59490.0
20230321,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,80200.0
20230322,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,86370.0
20230322,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,55380.0
20230322,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,BOR,Mumbai Suburban,Western Zone,Borivali,Financed Sales,2,149860.0
20230322,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,73400.0
20230322,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,38480.0
20230322,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,41890.0
20230322,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,42100.0
20230322,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,2,65870.0
20230322,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,29830.0
20230322,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,29010.0
20230322,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,62220.0
20230322,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,57260.0
20230323,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,1,63520.0
20230323,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,3,137090.0
20230323,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,42160.0
20230323,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,41770.0
20230323,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,3,86870.0
20230323,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,2,60590.0
20230323,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,2,62200.0
20230324,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,42910.0
20230324,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,85780.0
20230324,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,3,202940.0
20230324,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,44590.0
20230324,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,42030.0
20230324,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash and Coupon,1,42420.0
20230324,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,43200.0
20230324,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,39980.0
20230324,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,39580.0
20230324,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,2,81720.0
20230325,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,42150.0
20230325,25012,EcoVision HD 32,PTV,Panasonic TV,Panasonic,TV,BOR,Mumbai Suburban,Western Zone,Borivali,Financed Sales,1,23620.0
20230325,25012,EcoVision HD 32,PTV,Panasonic TV,Panasonic,TV,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,2,48140.0
20230325,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,74530.0
20230325,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,42870.0
20230325,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,2,146970.0
20230325,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,67060.0
20230325,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,50110.0
20230325,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,59500.0
20230325,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Financed Sales,1,60480.0
20230325,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,43020.0
20230325,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,42020.0
20230325,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,86470.0
20230325,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,83610.0
20230325,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,57340.0
20230325,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,112250.0
20230325,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,31090.0
20230325,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,30790.0
20230326,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,36380.0
20230326,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,55660.0
20230326,25301,HomeScreen Pro 43,STV,Sony TV,Sony,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,2,87970.0
20230326,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,75710.0
20230326,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,61640.0
20230326,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,2,71360.0
20230326,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,34830.0
20230326,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,36090.0
20230326,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,86130.0
20230326,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,40950.0
20230326,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,40230.0
20230326,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,31990.0
20230326,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,56200.0
20230326,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,2,79030.0
20230326,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,30770.0
20230327,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,83750.0
20230327,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,62840.0
20230327,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,25890.0
20230327,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,44340.0
20230327,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,2,69960.0
20230327,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,2,59760.0
20230327,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash and Coupon,1,40670.0
20230327,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,31850.0
20230327,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,32180.0
20230327,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,31230.0
20230327,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,57510.0
20230328,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,25650.0
20230328,25301,HomeScreen Pro 43,STV,Sony TV,Sony,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,44850.0
20230328,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,63410.0
20230328,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,2,121510.0
20230328,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,31600.0
20230328,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,31230.0
20230328,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,30380.0
20230328,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,30510.0
20230329,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,75170.0
20230329,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,25930.0
20230329,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,26080.0
20230329,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,42840.0
20230329,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,85190.0
20230329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,2,79710.0
20230329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,40060.0
20230329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,2,80960.0
20230329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,39750.0
20230329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,40090.0
20230329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash and Coupon,1,40590.0
20230329,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,32290.0
20230329,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,30980.0
20230330,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,2,74390.0
20230330,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,25100.0
20230330,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,26440.0
20230330,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,61250.0
20230330,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,42540.0
20230330,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,33730.0
20230330,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,40620.0
20230330,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,40260.0
20230330,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash and Coupon,1,31590.0
20230330,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,57560.0
20230330,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash and Coupon,1,56860.0
20230330,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,56800.0
20230330,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Cash and Coupon,1,39800.0
20230330,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,3,118660.0
20230330,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,2,80800.0
20230330,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,40780.0
20230330,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,30260.0
20230331,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,42560.0
20230331,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,38780.0
20230331,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,35270.0
20230331,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,59620.0
20230401,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,42820.0
20230401,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,41980.0
20230401,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,25300.0
20230401,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,25380.0
20230401,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,2,84570.0
20230401,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,41980.0
20230401,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,3,151210.0
20230401,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,50520.0
20230401,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,41400.0
20230401,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,AND,Mumbai Suburban,Western Zone,Andheri,Cash and Coupon,1,30780.0
20230401,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,67050.0
20230401,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash and Coupon,1,31690.0
20230401,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,39690.0
20230401,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,28960.0
